Date,Open,High,Low,Close,Volume,ticker,name,source,prev_close,label
2022-01-03,81.9881894835571,83.25308441247593,81.18325634697239,82.10317993164062,6670904,1120,Al Rajhi Bank,yahoo,82.33317565917969,0
2022-01-04,82.67813217205828,82.67813217205828,81.41323724313945,82.10317993164062,4651737,1120,Al Rajhi Bank,yahoo,82.10317993164062,0
2022-01-05,81.98820495605469,82.44816683519103,81.64323354670242,81.98820495605469,3808107,1120,Al Rajhi Bank,yahoo,82.10317993164062,0
2022-01-06,81.75821663288588,82.56314984868082,81.52823571408733,81.87320709228516,4369828,1120,Al Rajhi Bank,yahoo,81.98820495605469,0
2022-01-09,81.87321355120075,82.56315636202548,81.75822308272997,82.44816589355469,3704302,1120,Al Rajhi Bank,yahoo,81.87320709228516,1
2022-01-10,82.44817087152502,83.82805657648778,82.44817087152502,83.71306610107422,8366780,1120,Al Rajhi Bank,yahoo,82.44816589355469,1
2022-01-11,83.94303468263674,86.12785339355469,83.48307284875928,86.12785339355469,7814084,1120,Al Rajhi Bank,yahoo,83.71306610107422,1
2022-01-12,86.24285055821636,86.58782196044922,85.55290775375063,86.58782196044922,6104897,1120,Al Rajhi Bank,yahoo,86.12785339355469,1
2022-01-13,86.58782910479616,87.04779101239134,86.12786719720096,86.81781005859375,5931473,1120,Al Rajhi Bank,yahoo,86.58782196044922,1
2022-01-16,86.81780336382545,87.27776523595168,86.01287008760454,86.35784149169922,6424368,1120,Al Rajhi Bank,yahoo,86.81781005859375,0
2022-01-17,86.5878150024414,86.81779591878255,85.66789133707682,86.24284362792969,4836475,1120,Al Rajhi Bank,yahoo,86.35784149169922,0
2022-01-18,86.24285338861257,86.4728343309822,85.20793914794922,85.20793914794922,5022611,1120,Al Rajhi Bank,yahoo,86.24284362792969,0
2022-01-19,85.2079440989393,86.47283935546875,84.4030107538751,86.47283935546875,5851278,1120,Al Rajhi Bank,yahoo,85.20793914794922,1
2022-01-20,86.70282031120138,86.81781078906769,85.78289648827086,86.47283935546875,5672939,1120,Al Rajhi Bank,yahoo,86.47283935546875,0
2022-01-23,86.35784243133014,86.35784243133014,85.0929472692201,85.89788055419922,3031600,1120,Al Rajhi Bank,yahoo,86.47283935546875,0
2022-01-24,85.8978752022359,86.12785612647212,84.74797058105469,84.74797058105469,3787144,1120,Al Rajhi Bank,yahoo,85.89788055419922,0
2022-01-25,84.86296058830293,85.20793197280823,83.9430368962888,84.97795104980469,5895667,1120,Al Rajhi Bank,yahoo,84.74797058105469,1
2022-01-26,84.97795104980469,84.97795104980469,84.97795104980469,84.97795104980469,0,1120,Al Rajhi Bank,yahoo,84.97795104980469,0
2022-01-27,84.97795104980469,84.97795104980469,84.97795104980469,84.97795104980469,0,1120,Al Rajhi Bank,yahoo,84.97795104980469,0
2022-01-30,85.20793938507904,85.66790127109837,84.97795844206938,85.09294891357422,4440571,1120,Al Rajhi Bank,yahoo,84.97795104980469,1
2022-01-31,85.0929486767644,86.24285338861257,85.0929486767644,85.20793914794922,6834811,1120,Al Rajhi Bank,yahoo,85.09294891357422,1
2022-02-01,85.78288428031705,86.01286520332057,84.63297966529939,84.97795104980469,4763358,1120,Al Rajhi Bank,yahoo,85.20793914794922,0
2022-02-02,85.09294151130645,85.43791289581175,84.97795104980469,84.97795104980469,3443107,1120,Al Rajhi Bank,yahoo,84.97795104980469,0
2022-02-03,85.09294891357422,85.43792032808871,84.86296797056455,85.09294891357422,3257193,1120,Al Rajhi Bank,yahoo,84.97795104980469,1
2022-02-06,85.20793844038441,85.66790032130416,85.09294797015447,85.55290985107422,3428179,1120,Al Rajhi Bank,yahoo,85.09294891357422,1
2022-02-07,85.55290914635103,86.01287102348195,85.4379186770683,85.89788055419922,4249280,1120,Al Rajhi Bank,yahoo,85.55290985107422,1
2022-02-08,86.01287220751821,86.35784362011522,85.09294844059289,85.32292938232422,4136113,1120,Al Rajhi Bank,yahoo,85.89788055419922,0
2022-02-09,85.55291079959353,85.66790127109837,84.63298702755489,85.09294891357422,3684128,1120,Al Rajhi Bank,yahoo,85.32292938232422,0
2022-02-10,85.0929392673304,86.12785339355469,84.97794880886103,86.12785339355469,4185702,1120,Al Rajhi Bank,yahoo,85.09294891357422,1
2022-02-13,85.32292985658388,85.89788221410802,84.51799655605006,85.09294891357422,4499174,1120,Al Rajhi Bank,yahoo,86.12785339355469,0
2022-02-14,85.20792950439453,86.24284362792969,84.63297721354166,86.24284362792969,8031566,1120,Al Rajhi Bank,yahoo,85.09294891357422,1
2022-02-15,86.24285184420071,89.69256591796875,86.12786137507511,89.69256591796875,15992454,1120,Al Rajhi Bank,yahoo,86.24284362792969,1
2022-02-16,89.80755247644977,92.45233315117237,89.6925620123314,91.64739990234375,10218334,1120,Al Rajhi Bank,yahoo,89.69256591796875,1
2022-02-17,91.64740082595267,91.7623912912299,90.38250570790314,91.18743896484375,6171083,1120,Al Rajhi Bank,yahoo,91.64739990234375,0
2022-02-20,94.29218582879929,97.62690947396415,94.29218582879929,96.59199523925781,14767596,1120,Al Rajhi Bank,yahoo,91.18743896484375,1
2022-02-21,96.70699005869474,97.16695196147093,94.52217102050781,94.52217102050781,8662896,1120,Al Rajhi Bank,yahoo,96.59199523925781,0
2022-02-23,93.71722872752063,94.29218105100236,91.3024289688974,91.41741943359375,9584163,1120,Al Rajhi Bank,yahoo,94.52217102050781,0
2022-02-24,89.11761474609375,90.61249086441532,87.62273862777218,89.11761474609375,38549065,1120,Al Rajhi Bank,yahoo,91.41741943359375,0
2022-02-27,91.41741610064949,91.87737794266533,89.11760689057026,89.23259735107422,7580948,1120,Al Rajhi Bank,yahoo,89.11761474609375,1
2022-02-28,89.23260642643878,92.22235870361328,88.65765406544368,92.22235870361328,7813219,1120,Al Rajhi Bank,yahoo,89.23259735107422,1
2022-03-01,92.22235153198243,94.17718940734864,91.53240875244141,91.99237060546875,8877232,1120,Al Rajhi Bank,yahoo,92.22235870361328,0
2022-03-02,92.56732668195453,92.7973076178103,90.15252685546875,90.15252685546875,6419304,1120,Al Rajhi Bank,yahoo,91.99237060546875,0
2022-03-03,90.84246989867697,91.532412708034,89.92254615286758,90.03753662109375,8268540,1120,Al Rajhi Bank,yahoo,90.15252685546875,0
2022-03-06,90.26751826359676,90.84247060922476,89.46258497971755,89.69256591796875,4944331,1120,Al Rajhi Bank,yahoo,90.03753662109375,0
2022-03-07,89.9225417237598,89.9225417237598,88.08269432276217,88.42766571044922,6749040,1120,Al Rajhi Bank,yahoo,89.69256591796875,0
2022-03-08,88.42766412754649,89.92254011409798,87.96770228553065,89.23259735107422,9283307,1120,Al Rajhi Bank,yahoo,88.42766571044922,1
2022-03-09,89.1176164150238,89.92254972457886,88.31268310546875,88.31268310546875,6351395,1120,Al Rajhi Bank,yahoo,89.23259735107422,0
2022-03-10,88.54266333672787,89.00262522419139,87.96771097739847,88.65765380859375,6843795,1120,Al Rajhi Bank,yahoo,88.31268310546875,1
2022-03-13,89.57757010521827,89.80755102975029,88.54265594482422,88.54265594482422,5621321,1120,Al Rajhi Bank,yahoo,88.65765380859375,0
2022-03-14,88.88763864277215,89.34760055036735,86.81781005859375,86.81781005859375,6269926,1120,Al Rajhi Bank,yahoo,88.54265594482422,0
2022-03-15,86.70281958169495,87.39276244308775,86.24285767409975,86.81781005859375,8154404,1120,Al Rajhi Bank,yahoo,86.81781005859375,0
2022-03-16,87.62273247251275,89.00261802326098,87.16277062226334,88.42766571044922,6724412,1120,Al Rajhi Bank,yahoo,86.81781005859375,1
2022-03-17,90.61248618071934,92.10736222177182,89.57757199845224,91.41741943359375,12636028,1120,Al Rajhi Bank,yahoo,88.42766571044922,1
2022-03-20,91.53241012919159,92.56732431406938,90.72747687428664,91.30242919921875,5022480,1120,Al Rajhi Bank,yahoo,91.41741943359375,0
2022-03-21,91.41742035953797,92.45233455228745,90.95745849609375,90.95745849609375,7486908,1120,Al Rajhi Bank,yahoo,91.30242919921875,0
2022-03-22,90.95745425863365,91.30242564014553,89.11760689057026,89.23259735107422,7405220,1120,Al Rajhi Bank,yahoo,90.95745849609375,0
2022-03-23,89.3476004206695,90.61249566472016,89.23260994393762,90.49750518798828,4239640,1120,Al Rajhi Bank,yahoo,89.23259735107422,1
2022-03-24,90.49749127728685,90.61248173634313,89.69255806389295,89.80754852294922,3872190,1120,Al Rajhi Bank,yahoo,90.49750518798828,0
2022-03-27,89.69256246314859,91.41741943359375,89.57757199845224,91.41741943359375,4080806,1120,Al Rajhi Bank,yahoo,89.80754852294922,1
2022-03-28,91.30242782592774,92.22235153198243,90.8424659729004,91.99237060546875,6031142,1120,Al Rajhi Bank,yahoo,91.41741943359375,1
2022-03-29,92.22235799280013,92.91230082067644,91.64740563623653,92.56732940673828,5392358,1120,Al Rajhi Bank,yahoo,91.99237060546875,1
2022-03-30,92.56733083904014,92.68232131213212,91.18744516193644,91.87738800048828,6660174,1120,Al Rajhi Bank,yahoo,92.56732940673828,0
2022-03-31,91.87739464176695,92.56733753019074,91.64741367895903,92.33735656738281,5440041,1120,Al Rajhi Bank,yahoo,91.87738800048828,1
2022-04-03,93.02729153040036,93.37226294522262,92.22235822914844,92.45233917236328,3131332,1120,Al Rajhi Bank,yahoo,92.33735656738281,1
2022-04-04,92.45233917236328,92.45233917236328,92.45233917236328,92.45233917236328,0,1120,Al Rajhi Bank,yahoo,92.45233917236328,0
2022-04-05,92.68231021215641,93.71722434603905,92.33733883419552,93.60223388671875,4936388,1120,Al Rajhi Bank,yahoo,92.45233917236328,1
2022-04-06,92.79730111859702,94.17718663708916,92.68231065872267,93.37225341796875,9194467,1120,Al Rajhi Bank,yahoo,93.60223388671875,0
2022-04-07,93.48725673926138,94.75215197189591,93.37226626356733,94.52217102050781,6276824,1120,Al Rajhi Bank,yahoo,93.37225341796875,1
2022-04-10,94.63716053443152,95.32710338158411,94.40717958538065,94.98213195800781,4889502,1120,Al Rajhi Bank,yahoo,94.52217102050781,1
2022-04-11,95.2121102938088,96.36201500750215,94.98212935107014,96.24702453613281,6617430,1120,Al Rajhi Bank,yahoo,94.98213195800781,1
2022-04-12,96.59199017659694,99.12178039550781,96.2470187831091,99.12178039550781,9408049,1120,Al Rajhi Bank,yahoo,96.24702453613281,1
2022-04-13,99.12178438626803,99.46675579364482,97.05195594200721,97.16694641113281,9829329,1120,Al Rajhi Bank,yahoo,99.12178039550781,0
2022-04-14,97.16694363357027,98.54682922363281,95.55707711183065,98.54682922363281,6319782,1120,Al Rajhi Bank,yahoo,97.16694641113281,1
2022-04-17,99.46675339260617,103.14644831580084,98.66182012815733,102.11153411865234,9277494,1120,Al Rajhi Bank,yahoo,98.54682922363281,1
2022-04-18,102.11153589856586,105.10128807577613,102.11153589856586,104.98629760742188,8968585,1120,Al Rajhi Bank,yahoo,102.11153411865234,1
2022-04-19,105.33127679727406,105.56125775097989,101.30661010742188,101.30661010742188,9742012,1120,Al Rajhi Bank,yahoo,104.98629760742188,0
2022-04-20,101.30660490287367,103.83639526367188,100.3866811353107,103.83639526367188,7030625,1120,Al Rajhi Bank,yahoo,101.30661010742188,1
2022-04-21,104.18135994135736,104.98629318593738,103.03145530624305,103.37642669677734,6544920,1120,Al Rajhi Bank,yahoo,103.83639526367188,0
2022-04-24,102.80147437922018,104.29635040486879,101.65156974410586,103.37642669677734,3213987,1120,Al Rajhi Bank,yahoo,103.37642669677734,0
2022-04-25,103.37642243329216,105.56124114990234,102.80147013944739,105.56124114990234,5568097,1120,Al Rajhi Bank,yahoo,103.37642669677734,1
2022-04-26,105.67623457091948,106.59615826685784,102.6864825591198,104.06636810302734,9712937,1120,Al Rajhi Bank,yahoo,105.56124114990234,0
2022-04-27,103.9513722339822,104.29634360201533,101.7665535697724,102.91645812988281,7324488,1120,Al Rajhi Bank,yahoo,104.06636810302734,0
2022-04-28,103.26144772072745,103.37643819703116,100.61666676574222,101.53659057617188,9415084,1120,Al Rajhi Bank,yahoo,102.91645812988281,0
2022-05-08,102.91646484273161,103.49141716028878,101.99654113464015,103.37642669677734,7360142,1120,Al Rajhi Bank,yahoo,101.53659057617188,1
2022-05-09,105.60724861828106,107.99904894898195,103.21544126911898,103.58341217041016,13637397,1120,Al Rajhi Bank,yahoo,103.37642669677734,1
2022-05-10,103.58341648876376,103.95138740539551,98.61582666038885,99.35176849365234,8391406,1120,Al Rajhi Bank,yahoo,103.58341217041016,0
2022-05-11,99.35175594932659,99.35175594932659,95.67206128453671,98.61581420898438,11653717,1120,Al Rajhi Bank,yahoo,99.35176849365234,0
2022-05-12,98.61582762330157,98.7998165926447,92.17636108398438,92.17636108398438,14150726,1120,Al Rajhi Bank,yahoo,98.61581420898438,0
2022-05-15,93.09627565051368,96.40800658591904,91.53240816759735,95.48808288574219,9394817,1120,Al Rajhi Bank,yahoo,92.17636108398438,1
